,sex,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE,real_gdp_current,MED_E_current,MEI_E_current,real_gdp_minus_5,MED_E_minus_5,MEI_E_minus_5,real_gdp_minus_10,MED_E_minus_10,MEI_E_minus_10,people_in_low_work_intensity_household_perc,material_deprivation_rate_perc,mean-median,qoutient
417,M,Malta,2016,80.5,23400,18050.06358070376,20291.973066830902,18800.0,15016.215172888355,16425.930185217043,16650.0,13157.248203440684,14367.810363183236,5.8,9.8,2241.9094861271406,0.12420507418731928
418,M,Malta,2017,80.0,25710,18544.24215332707,20846.167166712126,19420.0,15180.396107658573,16823.73244413138,17430.0,13163.883368683419,14351.025643790967,4.8,6.6,2301.9250133850546,0.12413152256923371
419,M,Malta,2018,80.2,26600,18671.394540414767,20862.134970660656,20370.0,16292.6218211373,18055.35693506348,18080.0,14316.716408547807,15531.480905911385,3.4,7.5,2190.740430245889,0.11733137690941985
420,M,Malta,2019,81.0,26570,19533.55418487225,21696.586791820006,21490.0,16386.512323817995,18304.38960176141,17690.0,14702.975044459345,16116.555948806157,3.4,8.5,2163.032606947756,0.11073420568914773
421,M,Malta,2020,80.0,25150,19540.334827933602,22547.42362621445,23000.0,17488.436426794247,19536.597526865105,18700.0,14268.306967876459,15852.989050232993,4.5,8.2,3007.088798280849,0.1538913649515416
422,M,Malta,2021,80.6,28330,20123.2703716933,22903.814433078423,23400.0,18050.06358070376,20291.973066830902,18800.0,15016.215172888355,16425.930185217043,3.9,8.6,2780.544061385124,0.13817555546520005
423,M,Malta,2022,80.2,28780,21549.297342093854,25036.025448580098,25710.0,18544.24215332707,20846.167166712126,19420.0,15180.396107658573,16823.73244413138,3.2,8.1,3486.7281064862436,0.16180240362990198
424,M,Malta,2023,81.6,29530,23465.988070820473,26777.89291835416,26600.0,18671.394540414767,20862.134970660656,20370.0,16292.6218211373,18055.35693506348,2.5,7.8,3311.904847533686,0.14113639014638293
425,M,Netherlands,2015,79.9,41270,20080.29060998004,22432.492917323514,40250.0,19963.75624489064,22112.873438591138,38220.0,17116.660939539728,18990.096786688322,9.4,6.5,2352.2023073434757,0.11713985385123936
426,M,Netherlands,2016,80.0,42050,22174.679100143643,24527.11397430258,40770.0,19897.138352872083,21966.451021991565,39510.0,17719.83613086571,19648.096673400854,7.7,5.5,2352.4348741589383,0.10608653516630595
427,M,Netherlands,2017,80.2,42970,22165.018476956,24340.459878091122,40230.0,20179.357590974792,22195.23027029952,40960.0,18554.76575783211,21250.034391952053,9.1,5.9,2175.441401135122,0.09814751128661739
428,M,Netherlands,2018,80.3,43680,22660.367965329617,25045.150396505516,40100.0,20098.1565893469,22308.367309161033,41660.0,20229.3288959289,22893.96841616883,7.7,5.8,2384.7824311758995,0.10524023417557114
429,M,Netherlands,2019,80.6,44390,22981.274606891602,25331.169923529436,40600.0,19737.812975494966,21741.36669851783,39930.0,20353.50684944875,22992.29143017571,7.2,6.1,2349.895316637834,0.10225261030270053
430,M,Netherlands,2020,79.7,42440,23266.181899370833,26161.916541781306,41270.0,20080.29060998004,22432.492917323514,40250.0,19963.75624489064,22112.873438591138,6.7,4.7,2895.7346424104726,0.12446110216686561
431,M,Netherlands,2021,79.7,44870,25155.006904011654,27206.172391298955,42050.0,22174.679100143643,24527.11397430258,40770.0,19897.138352872083,21966.451021991565,7.5,4.3,2051.1654872873005,0.08154104250952068
432,M,Netherlands,2022,80.2,46670,26237.293134106785,28166.399105193468,42970.0,22165.018476956,24340.459878091122,40230.0,20179.357590974792,22195.23027029952,7.2,5.0,1929.105971086683,0.07352534277169659
433,M,Netherlands,2023,80.4,46240,26858.79573306383,29338.920422507243,43680.0,22660.367965329617,25045.150396505516,40100.0,20098.1565893469,22308.367309161033,6.8,5.2,2480.1246894434116,0.09233938535785943
434,M,Poland,2015,73.5,11390,10212.4991751848,11767.819067037331,9740.0,7869.252320371109,9055.41526648053,7750.0,4897.7637682984005,5898.685810954808,7.8,15.3,1555.3198918525322,0.1522957177447594
435,M,Poland,2016,73.9,11740,11229.022772601304,12625.61307967316,10250.0,8600.329025979056,9923.871737668864,8230.0,5221.056623418061,6241.970228046868,7.5,11.3,1396.590307071856,0.12437327230999312
436,M,Poland,2017,73.9,12340,11372.140254836466,12909.124152557224,10400.0,8990.297882927258,10406.510585363707,8790.0,5809.277637074139,6852.176502423571,7.1,10.8,1536.9838977207583,0.13515344194485232
437,M,Poland,2018,73.7,13120,11810.79956660004,13084.919393240056,10480.0,9515.986341288704,10973.529703568987,9180.0,6954.771993227779,8239.302974373826,6.8,9.3,1274.1198266400152,0.10787752509517816
438,M,Poland,2019,74.1,13720,12683.799271765749,14216.831946762113,10900.0,9820.183558198292,11318.19750272388,9410.0,7676.956544829925,8960.373190064838,6.2,8.1,1533.0326749963642,0.12086541596482915
439,M,Poland,2020,72.4,13720,13675.020227375979,15167.203423266628,11390.0,10212.4991751848,11767.819067037331,9740.0,7869.252320371109,9055.41526648053,5.2,5.9,1492.1831958906496,0.10911743976096305
440,M,Poland,2021,71.4,14750,14220.92908397352,15599.344668832817,11740.0,11229.022772601304,12625.61307967316,10250.0,8600.329025979056,9923.871737668864,4.9,6.1,1378.4155848592964,0.09692865893078122
441,M,Poland,2022,73.4,15190,15441.86753921765,16952.617767304302,12340.0,11372.140254836466,12909.124152557224,10400.0,8990.297882927258,10406.510585363707,4.2,5.7,1510.750228086652,0.09783468380685209
442,M,Poland,2023,74.6,15290,17020.917612779132,18890.813222527093,13120.0,11810.79956660004,13084.919393240056,10480.0,9515.986341288704,10973.529703568987,4.3,5.9,1869.8956097479604,0.10985868401971828
443,M,Portugal,2015,78.1,17280,10666.460477487833,12749.362240591097,17750.0,10228.978235293423,12307.494484982062,17350.0,8628.133798271438,11092.64964342501,10.5,19.2,2082.901763103264,0.1952758150184258
444,M,Portugal,2016,78.1,17670,11202.162800212218,13545.070710056829,17450.0,10153.749701842804,12480.634747816719,17600.0,8907.02852847849,11494.001398989261,9.3,16.2,2342.907909844611,0.20914781829453738
445,M,Portugal,2017,78.4,18280,11191.250634695944,13416.453949083201,16810.0,10231.00592140691,12567.336252334519,18010.0,9389.413686275395,12167.633978940723,7.9,15.2,2225.2033143872577,0.19883419530329502
446,M,Portugal,2018,78.3,18830,11107.063322246031,13176.645844921717,16740.0,10252.281698181743,12515.525169362165,18040.0,10114.856171526706,12524.906132941574,7.4,13.2,2069.582522675686,0.1863303073577132
447,M,Portugal,2019,78.7,19310,11882.666684293468,14013.603592948195,16950.0,10407.702578256763,12602.83337738504,17460.0,9852.324234872221,12387.428590477753,6.4,11.8,2130.9369086547267,0.17933153939859334
448,M,Portugal,2020,78.5,17680,12612.120827148035,14870.676002848439,17280.0,10666.460477487833,12749.362240591097,17750.0,10228.978235293423,12307.494484982062,5.0,11.4,2258.555175700403,0.1790781428955853
449,M,Portugal,2021,78.5,18620,12679.009762548472,15068.240858883584,17670.0,11202.162800212218,13545.070710056829,17450.0,10153.749701842804,12480.634747816719,5.1,12.5,2389.231096335112,0.1884398814324186
450,M,Portugal,2022,78.9,19800,12516.074733865657,15120.60317044253,18280.0,11191.250634695944,13416.453949083201,16810.0,10231.00592140691,12567.336252334519,5.6,10.3,2604.528436576873,0.20809466961152048
451,M,Portugal,2023,79.5,20110,13789.195391278925,16984.047666056347,18830.0,11107.063322246031,13176.645844921717,16740.0,10252.281698181743,12515.525169362165,6.6,10.2,3194.8522747774223,0.23169243629675662
454,M,Romania,2017,71.6,9100,5712.090789746175,6190.752707929416,7420.0,3957.4275163536613,4494.536611099388,6740.0,2968.0413053791353,3547.53715264572,4.5,45.2,478.66191818324114,0.08379802349123922
455,M,Romania,2018,71.7,9720,6835.540284536515,7682.042807123296,7470.0,4170.037925285245,4721.375598877289,7500.0,3270.5162437819795,3845.894937572181,4.7,40.1,846.5025225867812,0.12383842203399119
456,M,Romania,2019,71.9,10140,7867.248785992259,8838.010637919971,7800.0,4329.482044088815,4850.526218732412,7140.0,3680.4876761365485,4245.578482866348,3.3,37.3,970.7618519277121,0.12339279948235099
457,M,Romania,2020,70.4,9820,8355.68653646,9132.63790469534,8090.0,4666.6332161990895,5384.1518077521305,6900.0,3730.5366291453056,4304.529051312904,3.1,36.9,776.9513682353409,0.09298474336550529
458,M,Romania,2021,69.2,10450,9182.261534077394,10040.335945169443,8370.0,5053.216034810462,5591.232118299088,7250.0,3900.785555772612,4408.93962101973,2.7,32.6,858.0744110920496,0.09344913645810965
459,M,Romania,2022,71.3,10910,10394.71515612622,11533.024787100609,9100.0,5712.090789746175,6190.752707929416,7420.0,3957.4275163536613,4494.536611099388,3.5,33.5,1138.3096309743887,0.10950849675794296
460,M,Romania,2023,72.6,11170,11687.464961374539,12433.75658503873,9720.0,6835.540284536515,7682.042807123296,7470.0,4170.037925285245,4721.375598877289,4.5,28.7,746.2916236641904,0.06385402019433482
461,M,Sweden,2015,80.4,46160,21529.949853326558,22964.27169580549,43480.0,18602.35450472521,19750.961255792325,41670.0,15492.070122158146,16560.762900278933,4.7,2.2,1434.3218424789338,0.06661984130247842
462,M,Sweden,2016,80.6,46590,22406.43873741969,24296.848335178234,44510.0,19140.395826922304,20407.854678669828,43340.0,16137.26339042156,17073.35750202995,5.8,2.1,1890.4095977585457,0.08436903427234435
463,M,Sweden,2017,80.8,46800,21798.536638033343,23663.984370758713,44010.0,20209.037562968686,21440.925145972866,44430.0,16854.120608222263,17965.289349674167,5.3,1.7,1865.4477327253699,0.08557674139788816
464,M,Sweden,2018,80.9,47080,22041.33377666928,23807.14398560937,44130.0,21257.098834940065,22635.252303189332,43680.0,18547.801875576744,19709.85462769648,4.8,1.8,1765.8102089400927,0.08011358236447562
465,M,Sweden,2019,81.5,47790,22420.86052047169,24306.29981149359,44690.0,20913.550972586174,22379.172448347108,41470.0,19257.795993066182,20589.127152061807,4.5,1.9,1885.4392910218994,0.08409308328288166
466,M,Sweden,2020,80.6,46550,22025.130661279283,23756.800524940558,46160.0,21529.949853326558,22964.27169580549,43480.0,18602.35450472521,19750.961255792325,5.1,2.1,1731.6698636612746,0.07862245587970983
467,M,Sweden,2021,81.3,48690,22283.76329607034,23932.845582098053,46590.0,22406.43873741969,24296.848335178234,44510.0,19140.395826922304,20407.854678669828,5.7,2.1,1649.0822860277112,0.07400376068069799
468,M,Sweden,2022,81.4,48780,22468.457078179392,24083.172469514393,46800.0,21798.536638033343,23663.984370758713,44010.0,20209.037562968686,21440.925145972866,6.1,3.7,1614.7153913350012,0.07186587782670481
469,M,Sweden,2023,81.7,48350,23927.42596271376,26920.476196366664,47080.0,22041.33377666928,23807.14398560937,44130.0,21257.098834940065,22635.252303189332,5.8,4.1,2993.0502336529025,0.12508868435397058
470,M,Slovenia,2015,77.8,18660,15609.865837513373,16807.233857272575,18420.0,13748.66501865984,14838.523839921321,17210.0,11981.094562721833,12959.800977420502,5.8,11.0,1197.368019759202,0.07670584950715637
471,M,Slovenia,2016,78.2,19210,15846.494245424585,16900.841526513326,18510.0,14449.11271869121,15485.909638658697,18170.0,12554.490573961233,13574.390428356242,6.8,8.8,1054.3472810887415,0.066535049630499
472,M,Slovenia,2017,78.2,20190,15750.941490595631,16889.77793640553,17930.0,14659.293429641433,15662.751316417403,19360.0,13404.909447257894,14424.578376556005,5.9,9.4,1138.8364458099004,0.07230275386965676
473,M,Slovenia,2018,78.5,21010,16235.060132048364,17380.569431472526,17760.0,14595.415654361892,15650.02750118704,19980.0,14258.592452252324,15210.265691829387,5.4,7.9,1145.5092994241622,0.07055774910022673
474,M,Slovenia,2019,78.7,21570,17258.043830441587,18608.464361477178,18230.0,14759.018590219552,15948.596391656745,18290.0,14902.42601906125,15884.355267252622,5.4,5.5,1350.42053103559,0.0782487600740458
475,M,Slovenia,2020,77.8,20560,17631.461548851563,18887.090412707417,18660.0,15609.865837513373,16807.233857272575,18420.0,13748.66501865984,14838.523839921321,4.9,5.6,1255.6288638558544,0.07121524556412288
476,M,Slovenia,2021,77.7,22230,18072.7604845872,19375.7088013853,19210.0,15846.494245424585,16900.841526513326,18510.0,14449.11271869121,15485.909638658697,4.8,4.8,1302.948316798098,0.07209459329189237
477,M,Slovenia,2022,78.6,22810,19347.484887131744,20678.628579643217,20190.0,15750.941490595631,16889.77793640553,17930.0,14659.293429641433,15662.751316417403,4.8,3.8,1331.1436925114722,0.06880189855565323
478,M,Slovenia,2023,79.1,23170,20757.24928285555,22451.270914443918,21010.0,16235.060132048364,17380.569431472526,17760.0,14595.415654361892,15650.02750118704,4.9,4.6,1694.0216315883663,0.08161108480725061
479,M,Slovakia,2015,73.1,14820,10813.222797576804,11289.195989823187,13060.0,8846.489557474219,9760.74211513435,10260.0,4241.659362834938,4619.231339304008,7.4,14.5,475.9731922463834,0.044017699547728446
480,M,Slovakia,2016,73.8,15090,11087.858648081588,11723.672942705423,13480.0,9523.41692206142,10413.480601447254,11170.0,4886.243078947307,5550.789261529663,6.3,13.9,635.8142946238349,0.057343290062039434
481,M,Slovakia,2017,73.8,15500,10019.316806239864,10423.81727363521,13670.0,10511.307612230734,11180.227693333514,12360.0,6026.946220055347,6551.504659572442,4.8,11.9,404.5004673953463,0.04037206081191386
482,M,Slovakia,2018,73.9,16110,10411.634536658821,10711.436915811046,13750.0,10220.642342868263,10848.509243043394,13000.0,7198.646063841621,7746.864010414416,4.9,11.3,299.8023791522246,0.028794938786665638
483,M,Slovakia,2019,74.3,16450,11103.052998184556,11556.001635340648,14100.0,10565.165223873853,11396.176643021732,12260.0,8390.944292650325,9134.880389789621,6.1,10.4,452.94863715609245,0.04079496308178961
484,M,Slovakia,2020,73.5,16010,10569.303121342757,10872.329114459433,14820.0,10813.222797576804,11289.195989823187,13060.0,8846.489557474219,9760.74211513435,4.7,9.0,303.02599311667655,0.028670385326045905
485,M,Slovakia,2021,71.2,16980,9975.442680317146,10207.941881328328,15090.0,11087.858648081588,11723.672942705423,13480.0,9523.41692206142,10413.480601447254,4.7,8.3,232.49920101118187,0.023307156229761435
486,M,Slovakia,2022,73.6,17000,10410.261781575146,10576.851309877971,15500.0,10019.316806239864,10423.81727363521,13670.0,10511.307612230734,11180.227693333514,3.5,8.8,166.58952830282578,0.016002434117235006
487,M,Slovakia,2023,74.9,17370,11190.626683074124,11213.686658462937,16110.0,10411.634536658821,10711.436915811046,13750.0,10220.642342868263,10848.509243043394,4.6,12.9,23.059975388812745,0.002060650939566331
488,T,Austria,2015,81.3,39640,23917.419235694186,26106.63677312125,38800.0,20807.210246400606,23118.26051547912,36950.0,18103.29226980518,20134.169775320333,4.2,5.0,2189.217537427063,0.09153234786133992
489,T,Austria,2016,81.8,39970,25084.839725347025,27223.364567490928,39800.0,21853.145323787754,24048.425572467237,37970.0,18396.665439349807,20112.366693696546,4.9,4.4,2138.524842143903,0.08525168450580237
490,T,Austria,2017,81.7,40620,25424.46087899722,27927.898907529172,39870.0,22269.766387383497,24466.16143361618,39270.0,18879.02122823096,20906.700088269692,5.1,4.5,2503.438028531953,0.09846572717693326
491,T,Austria,2018,81.8,41430,25116.90483205981,27363.97258488078,39540.0,22583.94161034564,24785.392816339918,39710.0,20222.669539748014,22402.605997002607,5.0,3.6,2247.067752820971,0.08946435748535228
492,T,Austria,2019,82.0,41970,25669.419699098282,28239.395144749735,39520.0,23677.00255702405,26211.982358207817,38200.0,20607.44276137352,22795.551235665145,4.6,3.8,2569.975445651453,0.10011817469102081
493,T,Austria,2020,81.3,39140,25332.4893922345,27865.59837432482,39640.0,23917.419235694186,26106.63677312125,38800.0,20807.210246400606,23118.26051547912,4.4,3.2,2533.1089820903217,0.09999447519227339
494,T,Austria,2021,81.3,40860,26524.600920130517,28708.22702053673,39970.0,25084.839725347025,27223.364567490928,39800.0,21853.145323787754,24048.425572467237,5.7,2.8,2183.6261004062144,0.08232456001812938
495,T,Austria,2022,81.4,42540,27307.662914610257,30084.54810766793,40620.0,25424.46087899722,27927.898907529172,39870.0,22269.766387383497,24466.16143361618,5.3,3.7,2776.8851930576748,0.10168886300306477
496,T,Austria,2023,81.9,41770,30816.079347956693,34498.86380923699,41430.0,25116.90483205981,27363.97258488078,39540.0,22583.94161034564,24785.392816339918,4.5,5.8,3682.7844612802946,0.11950853383055321
497,T,Belgium,2015,81.1,36860,20971.115170833134,22330.66179225538,36040.0,17794.94020663055,19584.84025981855,34830.0,15952.39309240071,17227.621975231978,12.5,9.6,1359.546621422247,0.06482948619313864
498,T,Belgium,2016,81.5,37110,22104.691439571237,23647.50942243025,36270.0,36636.61562751243,39752.76094279191,35480.0,16487.734817355267,17836.66025991133,13.1,11.2,1542.817982859011,0.06979595200759504
499,T,Belgium,2017,81.6,37510,21740.382354579688,22975.65640641403,36120.0,19113.42841368789,20360.90397768618,36520.0,16805.277259140268,18133.25259112954,12.3,9.6,1235.2740518343417,0.05681933425490683
500,T,Belgium,2018,81.7,38040,22136.896491438085,23465.238826445402,36060.0,20506.06928110089,21623.688633148613,36400.0,17240.27244834466,18784.6262541856,10.9,9.1,1328.3423350073172,0.06000580684474365
501,T,Belgium,2019,82.1,38760,22743.247432810986,24493.05027179096,36530.0,20629.529223831625,21941.414405435036,35420.0,18117.33608429613,19614.71700713029,11.9,8.8,1749.8028389799729,0.07693724672122179
502,T,Belgium,2020,80.8,36740,23094.578529791157,24836.402004482938,36860.0,20971.115170833134,22330.66179225538,36040.0,17794.94020663055,19584.84025981855,11.0,9.3,1741.8234746917806,0.07542131467975882
503,T,Belgium,2021,81.9,38870,23439.7560445478,25034.601841916225,37110.0,22104.691439571237,23647.50942243025,36270.0,36636.61562751243,39752.76094279191,11.3,8.4,1594.8457973684235,0.068040204613793
504,T,Belgium,2022,81.8,40190,24898.98563592792,26631.99478193825,37510.0,21740.382354579688,22975.65640641403,36120.0,19113.42841368789,20360.90397768618,10.3,8.2,1733.0091460103322,0.06960159627987783
505,T,Belgium,2023,82.5,40330,25892.693834812482,27742.96618087863,38040.0,22136.896491438085,23465.238826445402,36060.0,20506.06928110089,21623.688633148613,9.8,8.5,1850.2723460661473,0.07145924475337802
507,T,Bulgaria,2016,74.9,6840,7027.362248313163,8490.71807409366,5960.0,5997.267041896689,6976.458441268004,5010.0,3286.6192341997576,3722.8351699887735,10.9,47.8,1463.355825780497,0.20823685674262185
508,T,Bulgaria,2017,74.8,7130,7874.67107643441,9833.345756481287,6070.0,5813.47418952532,6675.557634875351,5380.0,3402.1372628045297,3897.134815091259,10.4,44.4,1958.6746800468773,0.24873098330524174
509,T,Bulgaria,2018,75.0,7410,7394.068245906517,9457.334486414893,6130.0,6028.419466730692,7188.057074028299,5730.0,4973.202411629768,5918.267445065167,8.8,36.0,2063.2662405083756,0.2790434402131242
510,T,Bulgaria,2019,75.1,7800,8617.978836707523,11131.755299288925,6260.0,6981.672215735963,8166.670813268168,5570.0,5785.10127998454,6697.806805564737,9.0,34.6,2513.7764625814016,0.29168979295634745
511,T,Bulgaria,2020,73.3,7620,8791.445147595286,11288.429116464264,6560.0,7181.2028033861225,8642.093084830005,5690.0,5995.472609748886,6934.848483720157,8.1,34.2,2496.983968868977,0.28402429031272225
512,T,Bulgaria,2021,71.2,8270,9483.495969748252,12325.382900647834,6840.0,7027.362248313163,8490.71807409366,5960.0,5997.267041896689,6976.458441268004,8.1,31.0,2841.886930899582,0.2996665934129165
513,T,Bulgaria,2022,74.2,8660,9959.36786161713,12403.140546922008,7130.0,7874.67107643441,9833.345756481287,6070.0,5813.47418952532,6675.557634875351,8.4,30.9,2443.772685304879,0.24537427668708253
514,T,Bulgaria,2023,75.8,8850,11539.48527047096,14310.887173623505,7410.0,7394.068245906517,9457.334486414893,6130.0,6028.419466730692,7188.057074028299,6.9,29.7,2771.401903152546,0.24016685651000766
515,T,Cyprus,2015,81.8,20810,16157.495287759264,19701.594525511526,23510.0,18837.324619417308,22281.6295484902,23100.0,15112.759589786565,17359.307588539777,10.5,20.0,3544.0992377522616,0.21934706924762226
516,T,Cyprus,2016,82.7,22060,17204.993565778328,20319.1255363001,23020.0,19670.07931612624,23239.298121652326,23790.0,16624.73231299547,19262.0259129368,10.5,18.5,3114.131970521772,0.1810016352877894
517,T,Cyprus,2017,82.2,23130,17568.005427954377,20872.058442891514,21930.0,18844.387421069085,22880.238585669133,24480.0,18434.335588606886,21728.36910551656,9.2,15.2,3304.053014937137,0.18807217634847134
518,T,Cyprus,2018,82.9,24300,18161.317978805473,20983.920716770204,20510.0,17760.726493677463,21948.882652347133,24740.0,18992.56487756336,21925.561728472818,7.7,12.7,2822.602737964731,0.15541838655425505
519,T,Cyprus,2019,82.3,25390,19170.128507777274,23103.818964275233,20170.0,16261.334200536434,21091.06766545499,23600.0,19238.88799351429,22778.692477431076,6.8,10.7,3933.6904564979595,0.20519896123294484
520,T,Cyprus,2020,82.4,24240,18954.038517318593,22262.926865218313,20810.0,16157.495287759264,19701.594525511526,23510.0,18837.324619417308,22281.6295484902,5.9,8.9,3308.8883478997195,0.1745743180207394
521,T,Cyprus,2021,81.3,26600,19282.766107190342,22734.21199755337,22060.0,17204.993565778328,20319.1255363001,23020.0,19670.07931612624,23239.298121652326,5.8,9.0,3451.4458903630293,0.1789912231044498
522,T,Cyprus,2022,81.6,27990,20516.577965819124,23680.855714396617,23130.0,17568.005427954377,20872.058442891514,21930.0,18844.387421069085,22880.238585669133,4.3,9.4,3164.277748577493,0.15423028898138957
523,T,Cyprus,2023,82.9,28220,21659.096646539758,25258.51811795548,24300.0,18161.317978805473,20983.920716770204,20510.0,17760.726493677463,21948.882652347133,4.4,8.5,3599.4214714157206,0.16618520754376714
524,T,Czechia,2015,78.7,16230,11979.161929814944,13168.540410395615,14970.0,9974.363439404167,11080.04120199488,13630.0,7960.7378048232285,8953.606768555077,6.2,9.7,1189.3784805806717,0.09928728633515062
525,T,Czechia,2016,79.1,16640,12876.504754411668,14096.74131767667,15260.0,10345.523673374779,11458.59644208355,14490.0,8571.692873591457,9501.460227929016,6.1,8.4,1220.2365632650017,0.09476457987148507
526,T,Czechia,2017,79.1,17490,12979.05168277157,14263.620702241325,15130.0,10878.792559830186,12046.902536354595,15200.0,9231.358809934209,10243.706848502776,5.5,7.4,1284.5690194697563,0.09897248665516117
527,T,Czechia,2018,79.1,17960,13568.277134046686,14841.792287114384,15130.0,11015.811496624154,12235.008011430322,15430.0,10000.892944258354,11109.75007468308,4.6,5.7,1273.5151530676976,0.09385975393088664
528,T,Czechia,2019,79.3,18570,14321.289732648263,15629.336249238004,15470.0,11387.767921169016,12567.351719827859,14610.0,9798.464642951929,10883.201561227996,4.6,5.1,1308.0465165897403,0.09133580431710595
529,T,Czechia,2020,78.3,17670,14585.86562774489,15961.1248874494,16230.0,11979.161929814944,13168.540410395615,14970.0,9974.363439404167,11080.04120199488,4.5,4.6,1375.2592597045095,0.09428711979140435
530,T,Czechia,2021,77.2,18380,14237.117246585507,15851.861444985203,16640.0,12876.504754411668,14096.74131767667,15260.0,10345.523673374779,11458.59644208355,5.1,4.3,1614.744198399696,0.11341791813837598
531,T,Czechia,2022,79.0,18450,15729.98155927845,17328.034023328462,17490.0,12979.05168277157,14263.620702241325,15130.0,10878.792559830186,12046.902536354595,4.2,4.3,1598.0524640500116,0.10159277415728361
532,T,Czechia,2023,79.9,18240,16905.75789572027,18338.055211347797,17960.0,13568.277134046686,14841.792287114384,15130.0,11015.811496624154,12235.008011430322,4.4,5.6,1432.2973156275257,0.08472245518138614
533,T,Germany,2015,80.7,37770,20894.745366377418,23491.321807488992,35360.0,18104.45044775104,20500.043792420314,32900.0,16143.377854608221,17858.45011590382,9.7,10.4,2596.5764411115742,0.1242693507665248
534,T,Germany,2016,81.0,38330,21650.71366681311,24280.54661518485,36690.0,18941.076979085377,21210.145958379126,34240.0,15569.323348183705,17092.439583473628,9.6,8.6,2629.832948371739,0.12146634004045923
535,T,Germany,2017,81.1,39220,21816.20349800208,24397.61655579859,36800.0,19562.02556895565,21800.18047900411,35310.0,17811.650031224628,20145.857118989683,9.5,7.5,2581.4130577965116,0.11832549407750603
536,T,Germany,2018,81.0,39540,22298.24258285941,24971.433617960043,36840.0,19810.77738009262,22522.870144895016,35730.0,18571.410527350225,21126.9847395702,9.4,7.3,2673.1910351006336,0.11988348521939156
537,T,Germany,2019,81.3,39840,23012.952168261167,25483.748739292907,37480.0,19784.35423677745,22193.31359052091,33870.0,18480.91152711737,20793.267014651457,8.5,6.4,2470.7965710317403,0.10736547631813163
538,T,Germany,2020,81.1,38180,25472.865902843776,28959.80542701424,37770.0,20894.745366377418,23491.321807488992,35360.0,18104.45044775104,20500.043792420314,6.4,6.9,3486.9395241704624,0.13688838693965655
539,T,Germany,2021,80.8,39570,24793.026584913696,28474.248045240474,38330.0,21650.71366681311,24280.54661518485,36690.0,18941.076979085377,21210.145958379126,7.4,6.9,3681.2214603267785,0.14847809918321
540,T,Germany,2022,80.7,39820,24590.39381283777,27806.161554969513,39220.0,21816.20349800208,24397.61655579859,36800.0,19562.02556895565,21800.18047900411,7.9,9.3,3215.767742131742,0.13077333232674396
541,T,Germany,2023,81.1,39380,25642.721955121022,29189.66251734819,39540.0,22298.24258285941,24971.433617960043,36840.0,19810.77738009262,22522.870144895016,7.7,10.4,3546.9405622271697,0.138321531093107
542,T,Denmark,2015,80.8,47900,20735.411392170605,23045.753506229845,46190.0,18332.685184033246,19251.846547639532,46930.0,16172.449522780242,17050.868792393074,13.2,6.6,2310.34211405924,0.11142012426778242
543,T,Denmark,2016,80.9,48970,21729.90515943094,24000.108225719232,46610.0,19673.60325665677,21303.85727978349,48550.0,16503.304866283735,17453.823012163444,12.4,5.7,2270.2030662882935,0.10447367577685947
544,T,Denmark,2017,81.1,50150,21253.107019112,23502.0077556802,46430.0,19614.023199532963,21324.081541417196,48820.0,17219.594586065065,18406.519374201853,11.4,6.6,2248.9007365681973,0.10581515138214181
545,T,Denmark,2018,81.0,50830,21985.058247071953,24558.048392737863,46890.0,20085.29826107149,22023.458376936636,48330.0,17771.90972002345,19275.428673536244,10.8,6.9,2572.99014566591,0.11703358329781045
546,T,Denmark,2019,81.5,51500,22691.878319172232,25307.006065860925,47240.0,20423.58966012066,22653.09494232666,45680.0,18057.816192114118,18788.624538983626,10.8,6.4,2615.127746688693,0.11524509826404222
547,T,Denmark,2020,81.6,50470,22330.736223687763,24790.034661048187,47900.0,20735.411392170605,23045.753506229845,46190.0,18332.685184033246,19251.846547639532,10.0,5.9,2459.298437360423,0.11013064740568985
548,T,Denmark,2021,81.5,53970,23526.823671850674,25861.58663829225,48970.0,21729.90515943094,24000.108225719232,46610.0,19673.60325665677,21303.85727978349,11.0,5.4,2334.7629664415763,0.0992383416905984
549,T,Denmark,2022,81.3,54310,23859.43288005554,26565.246823953865,50150.0,21253.107019112,23502.0077556802,46430.0,19614.023199532963,21324.081541417196,10.3,6.4,2705.8139438983235,0.11340646517043387
550,T,Denmark,2023,81.8,55280,23537.369268329672,26552.87789306579,50830.0,21985.058247071953,24558.048392737863,46890.0,20085.29826107149,22023.458376936636,10.6,8.6,3015.508624736118,0.12811578857258218
551,T,Estonia,2015,78.0,16000,11221.070051718585,12947.286335110368,13190.0,7913.181768375661,9080.722089673576,13210.0,5164.597356291852,6021.348604226455,6.5,7.8,1726.2162833917828,0.15383704721880787
552,T,Estonia,2016,78.0,16460,12447.145050380308,14184.451233545708,14240.0,8024.9544230923,9034.867240598098,14590.0,6034.033704242656,6995.935859118357,5.8,6.0,1737.3061831653995,0.13957467163221643
553,T,Estonia,2017,78.4,17390,13087.475887138778,14475.520573924754,14810.0,8432.950188860576,9589.476882554534,15790.0,6869.907940896008,8140.352401865152,6.0,8.6,1388.0446867859755,0.10605900624046413
